Epoch,G_loss_train,D_loss_train,Avg_adv_loss_train,Avg_L1_loss_train,G_loss_val,D_loss_val,Avg_adv_loss_val,Avg_L1_loss_val
1,20.531551357228157,0.07230969836917829,4.226550721543316,0.16305000614123846,11.933281720139599,0.7464127381339328,1.2084867016959737,0.10724795018216125
2,12.165624958485607,0.32924045207772173,2.187924600796237,0.09977700354436016,10.415367861740462,0.7531488662912645,1.2767794937577865,0.09138588368437672
3,10.159937124046674,0.543030659324236,1.1634199685966873,0.08996517138902067,9.748941403308898,0.6592242294595442,0.8134152791427292,0.0893552613565485
4,9.749694554953562,0.5962785651902304,0.9834090827128316,0.08766285449547588,9.497439635618953,0.6518289212507146,0.8368453201446825,0.08660594356879023
5,9.480868048423705,0.6070166259923714,0.934434685625156,0.08546433368863443,9.361157972394055,0.678072453227662,0.8198740427730647,0.08541283924274772
6,9.185100218677778,0.6174651997269325,0.9036525176220506,0.08281447702762734,9.052183764581462,0.6727326141513941,0.8591256380536174,0.08193058135229668
7,8.783178652714525,0.6316685654082388,0.8665220725407818,0.07916656565272583,8.83025340451539,0.6716758351744586,0.8074049551523369,0.08022848421437595
8,8.437546778881968,0.6346080741390706,0.840667644841973,0.07596879143197581,8.50140778345006,0.6721894201886562,0.749260758625642,0.07752147032559373
9,8.154687743302626,0.6364217554783885,0.8356243446268483,0.07319063399077426,7.9733968090465055,0.6910411383359487,0.7789318440979673,0.07194464955166097
10,7.881223280796144,0.6392040222561906,0.8165678910891001,0.07064655386011877,7.7129665312876226,0.6782802695991429,0.8148031639688798,0.06898163394106709
11,7.6788345212242355,0.6395734784336424,0.8176679269403139,0.06861166583218503,7.971158260607537,0.68201871409671,0.7761873652916829,0.07194970905041422
12,7.4706145328974145,0.6402404373787806,0.8051594551602463,0.06665455068479169,7.657784432855271,0.6820184970630034,0.7872566653571966,0.06870527777337392
13,7.337060855084031,0.6422299280802837,0.8089236011402305,0.06528137242195581,7.132161959437013,0.6880863636504603,0.7766097861391897,0.0635555216630224
14,7.1847094094978186,0.6401255938081407,0.7985304414904664,0.06386178967384797,7.096236054223913,0.6790662776422864,0.7302834705542062,0.0636595259385027
15,7.089854654918784,0.639501161893423,0.7979309771340491,0.06291923670454648,7.1953070363925615,0.684314741888119,0.7597536872361452,0.06435553358426986
16,6.94762884510174,0.6404539646726413,0.7980046242154191,0.061496242127730194,7.213319860341895,0.6853523641142226,0.8146910778893769,0.06398628784329381
17,6.830420558985995,0.6403527257416769,0.7864917137552143,0.0604392883802119,6.6273127257368944,0.6856286298227674,0.7307782036657552,0.05896534504838117
18,6.717609196017695,0.6400641944771507,0.7826971073516938,0.05934912069748354,7.1584497808500105,0.6950027112287419,0.6956311832857496,0.06462818625887842
19,6.6474333805536645,0.6426323783204884,0.7896566762114471,0.058577767003458146,8.126466141402267,0.6901312709309673,0.7405122743763086,0.07385953859859751
20,6.533673350059119,0.6448305270099897,0.7840779554249463,0.05749595394192359,6.6590175646862,0.688961464030142,0.7542810162515131,0.05904736531941035
21,6.449317973257718,0.6440573119008638,0.7835718222625172,0.05665746150975118,6.450893966296247,0.6934274869565745,0.796861431980861,0.056540325525721524
22,6.328844209886947,0.6459331459031915,0.7765848651488194,0.055522593406011476,6.622229366812087,0.6888946708832079,0.758717869756786,0.05863511538175681
