Epoch,G_loss_train,D_loss_train,Avg_adv_loss_train,Avg_L1_loss_train,G_loss_val,D_loss_val,Avg_adv_loss_val,Avg_L1_loss_val
15,7.710918115477035,0.6401731371477929,0.816299519489075,0.06894618576026026,7.400260925292969,0.6928911297830916,0.7615010344800148,0.06638759916349676
16,7.568727277359873,0.6401379950284315,0.802090880724619,0.06766636400531244,6.9790844717098555,0.6933147097361907,0.7918124428687204,0.0618727202633865
17,7.477242226227917,0.6387343257263985,0.8030949675570922,0.06674147252686262,7.004114744317441,0.6970901084310226,0.80206076834948,0.06202053976821081
18,7.3528838254049464,0.6408755992943386,0.800802369283216,0.06552081456724203,6.897118683079727,0.6952827249774496,0.7709805317052448,0.06126138145630141
19,7.315914650169023,0.6407124139067297,0.8012195230333632,0.06514695110527492,6.690566247656145,0.6934776911298737,0.7624934499955359,0.05928072798997164
20,7.256103631299783,0.6425559147589933,0.79616504361366,0.06459938593188708,6.991949165140399,0.6922256823714453,0.6673593466518489,0.06324589802734269
21,7.074132184776656,0.6425955130083542,0.7958181887222429,0.0627831400364557,6.7811063755559555,0.6918598745615427,0.7786756021375875,0.060024307870114126
22,7.023714412576105,0.6426222647296772,0.7888176957712661,0.06234896713190002,6.805641092416894,0.6902774647446989,0.7351463962602252,0.06070494691606696
23,6.990531404706024,0.6422465650460149,0.793456400380623,0.06197075001051966,6.6513040557162455,0.6961600666737738,0.7774355652678104,0.05873868511349873
24,6.908534362309705,0.6438203342359342,0.7904741822307644,0.06118060184035179,6.658675230186404,0.6906959382632306,0.7325920069035683,0.05926083201784214
25,6.810964117152993,0.6433767832996389,0.786499294550271,0.06024464824791707,6.352253124004102,0.6957041248110415,0.7679942002278248,0.05584258923150656
26,6.713139558416814,0.6424036964251989,0.7877756583321127,0.05925363900687174,6.377154803458061,0.6919255666150391,0.7104597237273937,0.05666695091560597
27,6.726868328701133,0.6458991441845573,0.7931352024370769,0.05933733128834606,6.349269555725214,0.6920530432053195,0.7197941593996441,0.05629475397690562
28,6.623342370087245,0.6455980120402462,0.7812275147100665,0.058421148519430845,6.221661483968488,0.6927534305412351,0.752442829481518,0.05469218698394208
29,6.569706480458097,0.6457315118245359,0.7908088638776075,0.05778897611921367,6.06076902287607,0.6906991089118346,0.7138383179220534,0.053469307080821225
30,6.571159840915402,0.6457582580432738,0.780493283970658,0.05790666560077603,6.107681466422918,0.6956136881850148,0.7421645044370462,0.053655169733608045
31,6.519276002667985,0.6450418034252131,0.7881302401784938,0.0573114575793078,6.2509488458851825,0.6972372964138293,0.7812280024735982,0.054697208547296414
32,6.499914839582623,0.6459353731648941,0.7833785729186554,0.05716536273913724,5.954432010650635,0.6924414948652718,0.7030289632673482,0.052514030477245344
33,6.375870086433431,0.6440873706758504,0.7944003157618875,0.05581469768080911,5.991281465719674,0.6926601909044134,0.737474858533335,0.052538065979157694
34,6.3625055182012265,0.6464220140018875,0.7809298911666613,0.0558157562004588,6.088238179228688,0.6945895200012294,0.7683315613797603,0.053199066545899586
35,6.366743373099684,0.6454280900826672,0.7818517458808389,0.05584891634990745,5.736636960779437,0.6972354147725432,0.6395191309106258,0.05097117822418231
36,6.3181769507271905,0.6475439498607681,0.7798581520582466,0.05538318800235373,5.947140478905831,0.694523764020614,0.7661919384512282,0.051809485404546024
37,6.270933254067146,0.6454303266626162,0.7843452261866264,0.05486588025932524,5.911692020547299,0.6921777149648157,0.7095045674848193,0.05202187448455632
38,6.267639527102365,0.6447201393283603,0.7859664578643449,0.05481673068193734,5.981565118745993,0.6931085661622404,0.7441882918809206,0.05237376817878876
39,6.161548723107721,0.6476972053716125,0.7768661078979384,0.05384682617438932,5.824180977945109,0.6924815500965555,0.7355300665811728,0.050886508958940285
40,6.15839490993325,0.6478408640526697,0.7757925396418636,0.05382602371656991,5.668773107856285,0.6911250528033454,0.7311871609160008,0.04937585949442769
41,6.052366924414416,0.6489948771713236,0.7772188902383224,0.052751480318063676,5.6149586302633505,0.6941387553251427,0.7694405346881342,0.048455180934424164
42,6.111814897336728,0.6482554116660373,0.7812060273159547,0.05330608865984206,5.762973962849333,0.6953995910309653,0.7774927827693124,0.04985481179994709
43,6.041807614889428,0.6493809745318163,0.7755956888359512,0.05266211925932982,5.785300834488322,0.6956465267043077,0.7446795752030293,0.050406212612759065
44,6.080126277841327,0.6501242870670766,0.77572807416601,0.053043982199822474,5.683224965597837,0.6927701580615444,0.7053313369059381,0.04977893640237455
45,5.997944285606117,0.6489428466140742,0.7797732138328475,0.052181710722552475,5.554889444176477,0.696547522344662,0.7817379998341771,0.04773151460779077
46,5.922243913228942,0.6511455534523067,0.7679670561516703,0.05154276843561798,5.576972519168417,0.692556916984893,0.6962310335108342,0.0488074149026443
47,6.013249476964904,0.6511649397023604,0.7714753898809541,0.05241774083830597,5.454488697852797,0.6949062520311079,0.7731269500182785,0.04681361732535235
48,5.930922751156789,0.6507987586876774,0.7679172012844497,0.0516300554615709,5.791900409996964,0.6952836661393406,0.7919958188333585,0.04999904591902977
49,5.971715797632531,0.649512148570179,0.7692511852860772,0.052024646192748915,5.596119126290765,0.7094996562440887,0.8920301997479592,0.047040889224478306
50,5.883355311627658,0.6505502899782356,0.7743118951985778,0.051090434188590536,5.479716599442576,0.6902790067305091,0.7210123641345337,0.047587042318955636
51,5.815846688663863,0.6522577373647305,0.7747912670001187,0.050410554294958915,5.337052901282565,0.6959983893023193,0.7654624899835077,0.04571590407659079
