Epoch,G_loss_train,D_loss_train,Avg_adv_loss_train,Avg_L1_loss_train,G_loss_val,D_loss_val,Avg_adv_loss_val,Avg_L1_loss_val
1,9.181351480265914,0.5289360604823998,1.0958695797687261,0.08085481885998759,9.330501345277742,0.7492250215461236,1.1302769457110922,0.08200224433520822
2,7.900615366977367,0.5911163970239445,0.9736580760092348,0.06926957268476983,8.830579573871525,0.7126157631855885,0.9544249691126001,0.07876154609763895
3,7.474723214171284,0.6400493234705776,0.8371367742018987,0.06637586444895134,8.373529132085903,0.6870335449699227,0.8105412944582583,0.07562987822043987
4,7.11503395865712,0.6488727364619408,0.8050248881263693,0.06310009074217317,10.914408902175554,0.7183961142565458,0.6721624970891094,0.10242246463894844
5,7.047042913099832,0.6473845639992157,0.8103684777095759,0.06236674439107802,12.552044395272059,0.7099681899292778,0.8699871838547801,0.11682057198677354
6,6.839507776089865,0.660586237473696,0.7831621486964692,0.06056345642976107,8.344703304858609,0.7050004576453726,0.882898595724397,0.07461804671938183
7,6.698912536280071,0.658021286160931,0.7858017125397363,0.0591311083018408,8.03837901035338,0.6976929225084436,0.8310595361786034,0.07207319487369697
8,6.611357662137482,0.6619949371799858,0.7789112832590844,0.05832446387459731,8.876716115092503,0.6902698976847962,0.773191629930307,0.08103524465540438
9,6.512832285708549,0.6643730857392111,0.7780475543343351,0.057347847237842246,8.189588914390738,0.7247779312479588,0.9942005938701047,0.07195388322397497
10,6.395192565640392,0.6642335099390787,0.7746447260315353,0.05620547837874002,9.31011346096301,0.6895083239060322,0.6830623195371555,0.08627051149160807
11,6.3625765719185745,0.6591275325064352,0.7663035173426052,0.055962730555363355,9.774028830855856,0.7329934987858051,0.6948192647395243,0.09079209527441563
12,6.327513255597152,0.6646349124006323,0.773644425888815,0.05553868837391265,8.920621524330313,0.7326756238027383,0.9398406564279367,0.07980780855162453
13,6.217571558922591,0.6627194911179572,0.7650161515650283,0.054525553986523104,18.401431509556662,0.6896505603808483,0.6769718495944074,0.17724459669517198
14,6.153363507403653,0.660739378968792,0.7721945805757804,0.053811689238538365,8.122949006903262,0.7125846220336798,0.5943631980255359,0.0752858581831892
15,6.031110239128065,0.6630940074236626,0.772219780019316,0.05258890468309674,8.372989598121352,0.6899477996443975,0.711769787637332,0.07661219797175349
16,6.035215402591254,0.6573417070253971,0.7604372290092793,0.05274778175440747,8.127586040788024,0.6844119998334929,0.7062192283968889,0.07421366806419297
17,5.921619801907926,0.6603546931936934,0.7732511195596191,0.05148368687397973,8.389967248639987,0.6984347161900906,0.8665828986932304,0.07523384340505564
18,5.928749407651271,0.6625273836129916,0.7635529461992505,0.05165196453335379,8.551385144240983,0.7034917767266281,0.7480024342773525,0.07803382671914483
19,5.816162997620517,0.6571878829889635,0.7726019044675847,0.05043561091325139,7.961313227660783,0.6953587149845735,0.7731985597665073,0.07188114661808687
20,5.787753595879568,0.6580890625281542,0.7621141680189081,0.050256394291308217,8.732359886169434,0.6895440944278514,0.7199254936844338,0.08012434353923979
21,5.808692867691453,0.6579858895522889,0.7613551331037295,0.05047337738738982,8.43077132174077,0.6855576852805741,0.7516317401678507,0.07679139590957237
22,5.701306569105374,0.6569332124785425,0.7586017195871119,0.04942704872721942,8.509333519535211,0.6898192153632186,0.6831582331930408,0.07826175277640346
23,5.6975634043528975,0.6609406851681255,0.7634913671661068,0.049340720298136596,8.210913212244748,0.6834421858532738,0.7228861599023105,0.07488027055754916
24,5.6001849362855145,0.6566648913892044,0.7645961673864455,0.048355887707888214,8.970640721211907,0.6900842276238303,0.7417184885676581,0.0822892224572542
25,5.609061081543286,0.6571846676219774,0.7623571024862992,0.04846703981411432,8.681467383872462,0.7037250597513359,0.8437930821007444,0.07837674289031793
26,5.5061069427061975,0.6559951429307584,0.7626555064487854,0.04743451419094744,7.965026094713284,0.6849266488588494,0.687546250474362,0.07277479830361505
27,5.519304334993422,0.655499381855471,0.761863914757905,0.0475744041933711,7.960767241834684,0.6903451399038766,0.7604878820080794,0.07200279352717272
28,5.469452338506179,0.6560209635141734,0.7615639904432634,0.04707888326377234,7.821132709051817,0.6925298874159805,0.750754697404745,0.07070378002262752
29,5.454062465818409,0.6555517533960561,0.7552785391371364,0.04698783933744609,8.868129280687288,0.6827834962888528,0.6978514854234593,0.08170277824383655
30,5.4143374318144675,0.6599305543483172,0.7596451245449685,0.04654692306247174,7.936703465367091,0.6841561091310195,0.6951072031760034,0.07241596280106606
31,5.409474152785081,0.6570011135694143,0.7675066901343776,0.04641967470488528,8.313613778762235,0.7037070750735188,0.8119064075801209,0.07501707345474767
32,5.314159578692145,0.655962608336411,0.7615058923337663,0.04552653683601199,8.254950931054035,0.6903209797753632,0.6055042905206899,0.07649446645652065
33,5.291268397269774,0.6560580620770643,0.7670656051680352,0.04524202789654355,7.8696717542546395,0.6855169063761034,0.762762757885547,0.07106908999440324
34,5.351395247136233,0.6519260498193594,0.7675523627820481,0.04583842875029342,7.700670453428312,0.6926041250010483,0.6608499531982509,0.07039820512344364
35,5.227977834967219,0.656783039257581,0.7618732756611711,0.044661045570135616,8.313340105173243,0.687053792804252,0.7661066808318364,0.07547233431450738
36,5.297811270255805,0.6577995894108889,0.7569011717477112,0.04540910100924498,9.20906484582042,0.6904148677833207,0.7252111498636143,0.08483853691634331
37,5.207973019248978,0.6554681422061087,0.7579938830680014,0.044499791508033223,8.274253255538358,0.6998169968146404,0.7275868881749743,0.07546666393923851
