Epoch,G_loss_train,D_loss_train,Avg_adv_loss_train,Avg_L1_loss_train,G_loss_val,D_loss_val,Avg_adv_loss_val,Avg_L1_loss_val
1,8.915884690785987,0.5607473082699865,1.0296267638148644,0.07886257929842909,7.968984694881294,0.7046345761259094,0.9900236668932529,0.06978961051875399
2,7.745265150327246,0.6404083092418321,0.8322348426374785,0.06913030320763427,8.25865809244054,0.7028238750596083,0.8667582794455172,0.07391899822720589
3,7.431378246317656,0.6552532899652851,0.8034348573405145,0.0662794338383604,7.19857161463672,0.6993500440175296,0.8652385004604136,0.06333333096033289
4,7.193709448020092,0.6609160468745424,0.7934472168471935,0.06400262222015311,7.48754665687794,0.7113927636892741,0.8549642644765723,0.06632582408212523
5,6.9817107398554965,0.660815032826601,0.7824875984913255,0.0619922315054184,6.92292506640194,0.6898673383789208,0.7683448898428269,0.06154580178265353
6,6.893516392720677,0.6586517020457517,0.7841388401236495,0.06109377548018234,6.761064534878913,0.6785599232174968,0.7633914544837166,0.05997673065209662
7,6.71454699598554,0.6600357714608673,0.7837224864975783,0.05930824514046673,6.6875444150153,0.6989429982108925,0.8000560771417982,0.058874883369066336
8,6.598113844015527,0.6605814554781284,0.7777412387559999,0.05820372605801753,6.811749631211958,0.6922996212507933,0.7814581598944337,0.06030291500892348
9,6.531778405618796,0.6593952199439154,0.7727904735067784,0.057589879274528945,6.277450379524522,0.6852013869139985,0.7555442120282705,0.055219061772218185
10,6.429787101128674,0.6587137128464938,0.7687632102127666,0.05661023886136289,6.510638917675455,0.6904316458083292,0.7919869002040106,0.05718652012523349
11,6.38088789718813,0.6586463564650389,0.7771427184343338,0.05603745177568933,6.174274375420491,0.6844676257544802,0.7679550593135921,0.05406319327254332
12,6.29574164997214,0.6592786424966514,0.7667114851127738,0.055290301704422805,6.772963762283325,0.6873343985044319,0.7642792756775864,0.06008684485866368
13,6.230569198125135,0.6580153085150808,0.7678902742033699,0.0546267892603042,5.882307012572543,0.686690271128225,0.741265811082971,0.05141041197508346
14,6.140853440986489,0.6564406545737361,0.7608522684024672,0.05380001170133966,6.221390187285329,0.6899678140651179,0.8373496791788639,0.053840405030446195
15,6.086596805130375,0.6563381571172061,0.7658553406636348,0.053207414556103894,5.785515765197404,0.6902008404713551,0.8077086524198983,0.049778071125500076
16,5.987371312961424,0.6562963751448454,0.7613931943303491,0.052259781209606365,5.8750955912903065,0.6892105177158617,0.8191240768851215,0.050559715161683
17,5.956264405237697,0.6532593180307481,0.7622899748887013,0.05193974423119321,6.934106348125079,0.6949982174480235,0.7418935865391302,0.061922127636903114
18,5.9447270519328566,0.6579679573240949,0.7608963753576228,0.051838306700082805,5.695253215673316,0.6885450445968686,0.763008089693448,0.049322451315535844
19,5.8507691098030685,0.653864491098332,0.7600047980759022,0.050907643160448886,5.73747925721962,0.6888730755744089,0.7562377712198796,0.049812414918009564
